lad19cd,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,"E06000052,E06000053",E06000054,E06000055,E06000056,E06000057,E06000058,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000150,E07000151,E07000152,E07000153,E07000154,E07000155,E07000156,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000202,E07000203,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E07000244,E07000245,E07000246,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E06000059,E07000004,E07000005,E07000006,E07000007,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,"E09000001,E09000033",E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142
E08000024,399,279,114,654,380,4,20,2,2,15,20,4,13,69,9,5,6,14,4,8,8,0,8,3,20,17,0,18,20,21,1,3,1,8,9,8,10,12,11,14,2,43,4,1,9409,6,28,10,8,33,7,12,1027,2,12,0,3,9,2,5,3,3,3,3,1,12,0,10,16,75,46,57,9,11,6,7,10,3,7,1,0,2,5,2,11,7,9,3,0,22,2,3,6,39,2,15,1,6,2,3,0,7,0,3,0,4,5,2,5,1,1,9,5,1,8,5,8,0,1,8,26,14,4,5,0,0,3,0,1,0,8,5,6,6,11,3,3,4,3,23,0,8,25,15,5,25,6,4,4,2,3,2,5,34,21,29,6161,1676,4979,70399,33,10,4,4,9,8,0,3,7,4,2,0,3,9,53,8,35,12,9,4,5,2,2,4,0,2,6,5,6,0,2,8,4,1,0,0,2,0,2,0,7,7,1,2,1,2,7,2,1,0,1,1,12,1,0,1,0,3,5,8,7,8,43,16,18,105,26,7140,82,0,9,1,11,9,13,3,23,2,3,9,7,8,1,2,20,22,51,7,3,8,7,7,4,3,3,18,11,28,14,3,9,11,1,4,3,6,0,8,24,2,4,5,13,9,5,11,15,0,0,14,3,0,2,0,1,2,2,1,0,0,5,3,0,8,1,14,0,1,8,4,3,8,1,0,1,3,6,1,2,1,3,4,0,3,1
E08000025,1,4,1,12,4,31,97,20,14,25,15,6,4,29,289,460,20,300,201,715,250,59,164,36,99,44,6,83,54,125,15,10,240,45,56,58,66,59,52,225,23,38,24,1,25,138,83,546,45,92,24,50,16,36,13,2,5,11,10,3,13,22,124,17,38,270,27,30,3,10,60,22,1,9,4,49,16,46,19,20,20,44,217,183,37,70,48,20,24,14,563,500,2207,95,482,441,17,1432,5,15,14,20,9,31,21,35,55,13,25,4,4,32,5151,647,477,2085,2146,1,7,27,60,7,21,7,5073,284,2666,930,1017,472,37,67,7,30,22,38,27,43,29,199,20,16,82,71,31,57,45,11,316,41,29,35,8,20,20,132,31,15,5,24,256811,4596,4547,13661,39,67,21,42,69,37,9,9,33,39,10,3,5,14,5,6,50,13,26,25,47,41,13,126,53,6,5,10,15,4,2,2,2,3,0,1,3,24,11,19,1,14,19,13,6,5,18,5,24,258,39,23,121,39,98,26479,5872,2760,105,48,51,146,29,1,746,16,62,13,58,30,207,49,46,48,36,53,67,38,46,12,190,81,98,41,40,75,20,24,41,22,32,119,170,107,48,32,67,25,14,17,12,22,7,18,36,24,26,26,41,37,22,30,50,8,8,24,12,3,16,8,12,10,5,8,10,3,17,9,0,30,9,24,1,3,10,15,5,213,151,195,263,20,359,33,16,14,8,18,3,11,5
E08000026,0,1,3,2,7,6,38,3,3,6,2,0,7,9,82,497,6,91,16,61,27,9,34,11,28,12,1,20,34,71,5,12,6,11,24,28,21,23,19,182,10,18,19,1,18,35,10,50,17,35,32,45,3,12,10,1,3,5,1,5,9,38,1196,18,69,543,177,40,5,4,6,14,0,2,6,27,13,15,11,9,13,30,220,81,26,53,25,0,0,13,23,55,109,17,25,28,10,157,4,3,6,10,0,18,19,11,18,10,10,2,3,16,1134,4878,3805,1976,9249,1,3,5,17,9,2,4,185,18,187,57,100,23,19,34,13,8,2,14,0,9,2,32,5,6,14,11,5,8,6,2,10,10,2,2,4,19,8,18,10,16,0,11,4472,78767,151,288,19,37,3,5,33,27,1,4,21,22,3,1,21,1,1,0,13,12,20,4,13,1,2,29,6,7,0,2,3,55,5,0,5,0,2,1,0,8,5,7,1,10,20,7,4,1,1,4,8,32,23,3,18,11,29,3072,205,153,31,20,8,59,17,0,349,2,22,3,15,10,109,19,36,13,14,23,19,12,10,6,49,11,30,16,17,21,6,8,11,6,10,31,11,57,7,14,49,6,4,4,1,7,3,3,12,23,7,24,17,18,7,5,17,1,1,10,0,0,4,8,3,5,3,2,2,0,2,2,1,2,5,13,5,8,4,2,0,265,99,872,742,14,123,42,5,9,1,8,2,12,0
E08000027,0,2,1,9,4,3,39,5,0,11,3,6,3,9,32,44,3,38,64,693,47,6,30,8,29,9,6,25,12,22,5,8,11,10,12,18,15,13,8,35,1,18,4,4,5,43,20,658,18,36,8,20,57,7,1,2,2,2,0,0,4,2,15,4,11,31,15,8,2,1,6,11,0,0,3,25,6,11,6,4,6,7,41,31,10,11,10,4,2,11,257,65,171,21,2333,208,12,101,4,1,2,1,1,10,9,5,13,2,11,1,6,9,304,56,59,272,271,0,0,9,16,7,6,4,1937,127,554,548,622,1924,8,11,3,11,13,5,6,11,14,39,3,10,26,54,7,22,15,4,17,10,6,6,4,14,9,31,4,5,0,6,14057,436,63764,16877,13,23,1,7,16,2,0,4,6,5,1,0,4,1,4,2,8,4,1,2,7,4,2,16,13,4,4,6,5,6,4,0,0,1,1,2,3,10,1,4,0,2,31,5,11,0,1,1,3,51,11,4,40,12,62,1075,2638,7757,24,35,9,43,4,3,112,1,4,8,6,6,34,5,16,15,4,4,15,0,7,4,47,19,23,9,2,8,4,4,9,1,6,23,6,22,5,9,25,2,7,9,1,13,2,2,8,1,3,7,13,5,5,14,15,2,4,11,0,1,4,2,1,7,2,7,3,0,1,3,0,4,2,14,2,3,20,1,1,33,22,9,23,0,46,9,0,5,1,6,0,24,1
E08000028,0,1,0,2,5,10,21,6,4,7,2,1,4,8,42,60,4,78,55,357,40,10,40,11,28,2,4,18,14,27,1,4,15,10,8,14,2,13,5,47,3,5,1,1,23,36,25,237,18,24,6,4,26,8,1,1,2,5,4,1,4,8,39,2,8,80,16,11,0,2,13,7,0,2,2,19,10,9,3,2,1,10,32,28,17,23,9,1,4,4,314,102,347,28,545,181,8,189,0,6,0,4,1,5,10,3,8,9,7,1,7,7,580,121,96,204,231,3,0,9,6,2,5,7,643,185,332,227,420,321,9,13,3,12,3,13,1,12,6,36,6,7,21,44,1,18,16,2,33,9,6,12,4,15,7,19,8,12,1,3,28088,562,11739,50299,10,13,0,4,20,2,6,2,14,5,1,0,2,0,7,2,12,8,4,7,15,2,1,44,10,8,2,2,0,0,1,2,0,1,1,1,2,4,1,3,1,5,39,0,4,4,0,5,3,35,8,7,27,7,50,1511,6843,3780,34,33,13,57,17,1,92,1,9,2,9,5,28,8,23,17,10,9,11,5,8,11,34,27,31,14,8,14,7,4,9,4,3,16,36,16,4,7,25,2,1,1,1,4,0,5,7,11,5,6,5,3,5,1,20,6,1,15,1,5,10,1,3,1,1,1,5,0,1,2,4,3,5,15,0,3,4,3,1,39,18,28,56,1,54,5,3,5,1,3,4,5,1
E06000059,0,12,0,0,1,4,16,1,1,5,7,0,1,4,5,9,0,14,10,7,13,165,115,54,148,73,6,35,9,25,2,14,11,56,86,50,45,43,39,23,24,176,754,12,3,16,11,67,47,3122,7,9,3,19916,2,1,5,2,0,2,5,2,3,2,1,10,11,5,3,2,16,16,0,4,1,1,0,0,0,0,3,3,12,21,29,39,26,253,38,5395,2,11,4,36,2,8,10,4,3,0,7,24,9,44,16,24,36,21,47,8,27,25,2,1,7,5,18,4,13,30,57,10,12,7,2,0,1,5,4,2,16,28,3,5,10,14,178,3,2,16,3,2,4,3,1,0,1,0,9,0,0,6,1,4,2,22,5,1,2,1,40,18,3,13,89917,24,10,14,26,7,2,1,8,7,2,0,3,0,1,0,0,0,5,0,1,4,2,0,518,158,23,17,17,30,6,8,16,1,3,1,8,10,2,4,0,7,11,5,10,2,2,4,2,32,24,11,14,52,18,10,6,3,30,5,8,13,5,1,657,11,20,5,15,24,101,11,32,18,17,22,55,9,15,4,131,64,63,57,20,45,6,16,9,3,37,51,13,90,6,50,150,44,384,191,49,64,43,3066,62,363,318,10,21,19,3,24,12,6,7,6,8,3,9,8,4,6,2,6,4,1,0,5,0,1,2,2,4,0,2,2,1,2,2,2,2,1,10,0,0,5,1,10,4,5,1
E07000004,0,0,0,3,2,0,5,4,3,3,1,5,2,1,4,12,4,14,4,7,6,9,19,3,18,2,1,26,19,531,4,10,6,110,132,127,338,258,102,4945,9,14,11,1,4,12,6,12,10,20,172,1593,1,9,3,2,3,7,0,3,9,4,51,10,15,253,807,28,0,1,12,2,3,0,1,6,2,1,1,1,5,0,2160,1445,2622,342,159,5,0,7,1,4,1,5,1,6,0,8,2,7,7,34,6,26,27,29,90,55,24,5,6,37,11,4,16,27,63,3,0,8,55,8,6,0,3,4,6,1,8,2,335,226,36,62,3,16,3,3,4,16,3,2,8,7,3,10,10,0,1,2,3,1,0,3,4,8,5,7,0,3,66,48,3,8,7,35881,2141,470,3680,22,12,1,23,27,5,0,5,0,0,1,2,2,3,1,4,1,1,0,2,2,2,6,1,1,0,0,2,1,0,3,0,26,6,8,0,9,7,23,21,2,2,0,14,11,10,0,6,8,11,24,5,2,9,53,6,19,9,1,2070,10,140,6,224,8,553,14,246,61,12,65,168,33,205,6,750,190,267,97,24,114,8,22,29,13,45,225,9,234,25,49,21,6,7,10,4,17,4,8,37,12,12,51,2720,194,48,405,494,5,5,13,1,2,5,6,5,2,1,1,2,5,0,1,1,6,1,2,2,1,0,2,0,13,9,8,7,4,14,1,0,2,2,8,2,6,0
E07000005,0,3,0,0,0,3,1,0,0,0,2,0,0,2,1,4,0,4,4,2,0,6,8,0,2,3,0,15,3,100,0,5,3,145,56,89,738,462,126,207,8,7,4,1,2,1,1,3,0,17,11,104,2,10,0,0,0,2,1,5,0,1,4,2,2,21,22,7,0,1,1,1,0,0,1,3,0,2,0,0,0,0,55,98,189,37,11,0,3,4,2,6,3,0,0,1,0,0,0,2,0,50,7,24,26,20,119,113,29,4,18,24,0,0,2,6,13,1,1,1,18,4,3,3,0,0,0,2,1,1,209,142,21,35,0,2,2,0,2,10,1,0,4,0,1,0,0,1,0,0,0,2,0,2,3,2,2,0,0,3,21,12,4,5,6,1084,11018,2030,3446,12,0,1,6,9,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,2,15,1,6,1,5,0,7,11,0,1,0,10,1,1,2,2,2,3,6,3,0,2,3,3,10,0,0,3199,5,139,6,327,10,722,12,540,37,17,55,332,29,380,5,1805,356,316,204,28,135,13,19,30,7,84,255,9,362,14,38,27,6,11,3,0,28,2,0,29,2,4,37,1040,157,28,791,505,3,1,3,0,0,1,7,1,2,0,9,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,2,2,2,1,1,3,0,2,0
E07000006,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,4,0,5,1,1,1,8,6,1,3,3,0,11,0,23,3,2,7,249,87,213,3618,1868,228,54,0,6,3,0,4,0,2,4,1,9,4,22,2,2,1,0,0,2,0,0,0,0,6,0,0,12,6,2,0,2,1,1,0,0,0,4,1,0,0,0,1,2,26,96,87,31,9,2,3,1,0,0,2,0,0,3,1,0,0,0,0,68,7,45,40,23,233,234,62,4,12,52,0,0,3,5,7,0,0,2,27,2,2,0,2,0,1,1,0,0,36,47,13,7,2,1,3,1,1,5,1,0,5,1,0,2,3,0,0,1,1,0,0,0,0,2,3,0,0,1,15,10,0,1,2,187,1050,4819,1600,5,2,0,6,9,0,1,0,0,0,0,3,0,1,0,0,1,0,3,0,0,0,2,1,0,0,1,0,1,0,1,5,15,2,4,0,4,3,7,7,7,3,0,3,3,3,0,3,0,3,3,2,2,3,0,1,5,0,0,1750,9,61,0,256,6,319,17,894,17,10,50,288,11,164,3,3478,678,134,132,25,76,10,17,12,5,95,136,15,218,11,50,57,5,3,2,2,35,1,1,46,4,4,24,98,63,2,184,102,3,2,11,0,1,4,7,1,4,0,8,5,0,0,0,0,0,1,2,0,0,1,0,0,2,0,1,2,0,7,0,1,0,0,2,0,0,0
E07000007,0,1,0,0,0,1,3,1,1,2,3,2,1,1,4,6,0,7,18,8,7,22,19,3,22,3,0,33,4,96,2,6,8,566,246,651,2058,2983,619,197,4,14,9,1,6,5,6,3,10,28,12,86,1,16,1,0,0,10,1,0,6,1,10,8,7,41,47,4,0,3,2,1,1,0,1,0,1,1,1,0,0,1,238,578,1521,222,88,4,6,9,0,7,2,7,2,3,0,1,4,0,0,74,19,71,38,41,286,198,90,6,32,58,3,4,11,12,31,1,3,8,59,8,9,2,3,1,4,2,4,0,108,121,21,34,7,1,0,6,0,11,2,1,5,6,1,3,1,3,6,1,0,2,3,4,1,8,1,3,0,0,35,18,7,8,8,2094,3430,3222,34897,9,2,0,10,19,0,0,18,0,0,2,6,0,0,2,1,0,3,0,3,2,1,1,4,2,0,0,1,5,0,3,4,14,6,13,4,12,2,19,12,2,2,1,7,2,7,3,4,6,10,5,3,9,7,4,2,6,2,0,2439,1,119,4,289,16,545,18,794,46,24,73,393,22,224,6,2508,628,239,168,66,123,15,25,34,10,127,248,15,292,19,69,122,14,4,7,2,61,1,6,65,10,19,52,396,103,22,312,217,2,0,6,1,2,4,8,3,3,0,8,3,0,0,2,1,0,2,2,0,0,0,0,0,5,8,5,2,2,18,1,0,2,3,8,0,5,1
E07000008,0,0,0,0,0,2,3,2,0,2,1,1,0,8,6,21,8,15,0,3,0,9,3,1,7,3,0,0,323,53,10,4,3,8,2,3,8,8,10,43,4,2,4,1,1,13,2,4,7,16,116,105,3,3,51,9,4,53,0,49,37,5,2,8,8,17,5,10,0,0,3,3,1,0,1,0,0,0,1,3,4,2,5,35,18,5,2,0,0,2,0,2,1,2,1,3,0,1,22,41,23,0,1,7,4,7,8,2,2,7,4,1,3,0,2,1,3,1,1,2,9,3,2,1,0,0,3,2,0,1,24,85,128,110,12,721,0,0,0,12,0,1,1,1,1,0,1,0,2,0,0,1,5,4,4,13,4,0,0,0,19,11,2,0,1,4,3,1,13,33704,667,81,855,8272,0,0,0,1,0,1,0,2,0,3,0,0,2,0,3,2,0,0,1,2,0,0,0,1,1,3,3,4,31,8,3,36,23,17,48,2,2,2,392,6,0,2,33,16,12,2,3,2,1,1,2,9,1,0,1018,2,44,5,14,2,431,4,17,29,11,69,41,14,5,21,21,14,195,47,3,63,22,6,12,24,7,109,4,179,7,17,7,15,3,2,0,1,1,3,6,1,6,35,10,16,275,6,6,0,5,8,0,0,2,2,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,2,1,1,2,3,3,3,11,25,0
E07000009,1,0,0,0,0,1,0,0,0,1,4,0,0,2,1,6,6,4,0,1,3,3,0,2,4,2,0,1,326,25,1,4,0,10,2,6,4,5,3,32,6,1,3,1,3,5,0,0,7,14,38,42,1,3,142,14,1,382,5,66,36,8,3,12,7,14,16,7,0,5,3,2,0,0,0,3,7,3,2,0,0,2,8,2,5,4,3,1,0,0,0,1,1,2,0,2,1,0,39,60,62,3,5,5,2,7,4,3,4,0,0,5,2,0,2,3,6,0,0,1,6,1,1,0,3,0,1,0,1,0,9,40,48,37,29,4031,0,2,1,4,0,1,2,2,0,1,4,0,2,1,0,1,0,4,1,9,4,2,0,2,20,5,1,2,5,9,4,4,6,7206,13776,626,907,4554,0,0,1,0,0,1,2,1,1,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,2,0,11,25,6,0,19,25,24,42,6,0,3,195,0,2,1,13,9,3,2,2,1,7,1,2,8,2,0,378,6,19,12,7,3,142,3,10,14,6,17,18,9,1,19,12,4,65,21,1,30,4,8,18,12,7,33,9,61,19,7,7,0,0,0,0,1,0,1,4,5,3,26,4,10,105,4,6,0,1,6,1,1,1,2,0,3,2,5,2,0,0,0,0,2,0,0,1,0,0,0,0,2,0,8,1,0,2,1,3,7,1,31,26,41,0
E07000010,1,0,0,2,0,0,3,0,1,0,3,1,7,7,3,14,33,28,1,1,2,1,6,1,12,4,0,4,4980,52,2,1,3,5,4,7,11,3,4,27,3,10,3,2,3,8,3,6,4,9,62,79,2,7,53,15,0,2032,14,31,19,35,5,89,24,43,1,17,1,0,6,11,0,3,1,2,22,1,1,3,4,8,5,3,8,4,0,0,0,2,3,3,1,0,0,5,2,1,13,20,14,2,1,6,4,2,1,10,4,0,1,2,1,7,9,3,5,1,2,0,6,3,1,1,2,7,2,1,4,0,16,19,28,29,13,180,1,0,0,8,2,0,6,1,2,4,1,0,0,0,0,1,1,8,2,9,2,0,0,0,14,9,4,5,2,9,1,2,4,1003,1259,19515,2622,956,0,0,5,0,3,0,1,4,2,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,5,11,13,0,6,5,17,17,3,0,2,22,2,3,0,4,0,2,2,26,2,5,1,2,9,0,2,157,5,17,2,7,2,64,0,8,33,2,10,4,14,4,6,21,10,42,4,2,8,2,6,17,2,6,22,5,38,13,7,5,3,0,1,2,8,0,2,6,1,6,25,16,6,29,16,4,1,2,7,3,0,0,0,3,2,1,4,0,1,1,1,0,0,2,2,2,0,0,0,1,3,4,1,6,4,6,2,79,17,22,16,727,202,4
E07000011,0,0,1,1,0,2,7,1,1,4,12,1,1,5,5,40,70,56,5,6,8,16,23,2,95,9,2,15,6026,184,8,14,3,22,12,19,29,17,10,510,4,5,10,1,6,10,2,24,65,31,2520,1270,6,2,29,17,3,100,3,42,25,108,39,443,129,207,53,100,4,4,9,1,0,1,3,3,4,2,0,2,5,6,18,14,15,18,7,1,2,2,4,13,6,2,0,8,2,2,14,20,31,12,6,11,13,15,9,5,14,6,5,12,13,6,17,11,19,1,3,12,26,3,3,0,4,1,1,5,4,1,78,301,115,370,25,278,4,2,2,18,3,10,10,5,0,12,2,4,9,6,2,1,2,7,4,23,6,3,1,3,43,26,3,8,2,40,6,15,36,4716,549,842,40861,5830,1,0,47,0,6,5,4,1,3,0,2,1,1,4,3,0,0,3,8,1,2,1,2,0,5,0,5,33,33,16,5,28,26,32,32,2,3,4,166,3,4,0,9,9,5,12,13,9,10,6,9,23,4,0,1329,9,67,5,34,6,358,12,31,77,9,60,72,43,20,17,57,46,253,58,8,70,5,6,25,8,18,156,12,245,17,24,16,6,3,6,7,9,0,7,18,1,6,76,49,55,531,23,28,5,1,3,1,0,7,3,3,0,7,2,0,0,1,7,0,3,0,2,1,1,3,0,0,20,14,18,5,11,13,3,10,14,7,73,77,294,5
E07000012,2,0,0,1,1,3,1,2,0,2,3,1,6,5,9,18,9,22,2,5,2,2,13,1,8,2,3,7,439,162,4,20,10,11,10,8,19,14,10,104,2,8,7,0,13,11,0,1,18,17,373,659,2,11,41,16,3,58,3,46,30,8,11,27,21,45,12,18,2,4,3,1,2,0,4,0,0,2,0,0,2,3,8,13,9,22,5,0,0,4,1,3,3,0,0,5,1,1,21,49,45,4,0,16,5,4,13,5,9,1,6,5,2,2,7,9,8,1,1,2,16,2,8,2,3,0,1,0,1,0,77,267,448,383,34,1136,1,5,4,10,0,0,7,4,0,4,3,2,1,0,0,0,13,3,10,10,6,0,0,2,20,19,2,4,1,12,11,6,9,23367,1042,243,2690,23832,1,0,5,0,1,1,5,0,3,3,1,1,0,0,3,3,0,1,1,0,0,1,1,0,1,0,4,42,100,24,2,58,31,82,161,2,2,1,1178,1,1,9,48,11,6,8,5,3,10,5,1,18,2,0,1112,11,66,9,27,3,326,5,18,90,7,57,58,33,11,31,43,31,183,38,9,59,8,6,30,34,10,110,10,222,30,16,10,3,2,4,0,9,0,10,9,3,2,137,36,57,1812,16,29,3,3,13,2,3,6,5,1,2,4,3,4,1,0,0,1,1,0,1,2,0,0,2,0,2,6,8,1,4,4,1,3,3,2,4,10,39,1
E07000026,1,4,0,6,6,7,27,4,0,2,5,0,0,9,3,3,0,4,1,0,4,0,2,1,4,10,0,1,0,7,0,0,2,3,12,2,1,3,3,9,0,5,1,1,30,6,4,5,4,4,0,5,7,1,3,1,0,6,0,0,1,1,1,0,0,5,0,2,5,9,6,25,0,0,0,0,0,0,0,0,1,0,0,4,5,3,1,0,1,7,1,0,2,2,1,0,1,0,1,0,0,0,1,2,1,3,1,0,1,2,2,1,0,0,1,0,2,0,0,2,0,0,0,2,0,0,0,0,1,0,1,3,0,3,4,9,1,9,5,27,3,2,4,7,2,15,15,4,7,3,8,1,2,0,3,8,35,7,2,28,11,1,1,2,2,4,0,0,2,1,0,0,0,0,25436,278,3832,5468,1063,228,1,1,3,0,0,4,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,3,0,1,0,0,3,0,1,0,0,0,1,2,0,0,2,0,0,1,1,2,7,1,3,19,2,12,20,0,3,1,1,0,4,0,2,0,1,1,3,3,0,0,9,3,2,0,0,1,0,0,0,0,0,3,3,8,0,0,2,7,0,1,1,2,0,1,2,3,0,1,0,0,0,2,1,0,0,5,0,0,0,0,1,0,0,0,0,2,5,8,0,27,2,27,4,0,6,7,6,1,0,1,1,1,1,0,0,2,0,1,1,0,0
E07000027,0,0,0,6,1,4,11,5,9,0,0,0,8,5,3,1,0,1,0,0,1,0,2,1,0,8,0,0,6,1,0,0,3,0,5,1,0,1,2,2,0,11,0,1,3,1,2,0,0,2,2,5,3,2,0,0,3,2,0,0,0,1,0,0,0,2,1,0,2,3,5,22,0,0,0,0,5,0,0,0,0,0,1,0,2,0,1,1,0,1,0,2,2,0,0,0,0,0,1,0,2,0,0,2,0,2,1,0,0,0,1,0,0,0,7,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,4,0,1,9,4,45,1,3,16,6,3,6,6,3,12,5,2,1,0,1,0,3,5,7,2,3,1,5,1,0,3,0,0,0,6,0,0,0,1,3,170,22590,260,705,130,2695,2,0,3,0,0,1,0,0,1,0,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1,0,3,0,0,2,2,1,1,11,4,2,19,0,0,0,1,0,3,0,1,1,0,0,5,0,0,0,4,6,2,4,2,0,0,0,2,0,0,5,0,0,0,0,5,4,1,2,0,0,0,2,0,0,1,0,1,0,0,0,6,0,0,0,2,0,6,0,0,0,0,0,0,1,1,7,0,177,0,17,4,4,15,3,6,2,0,0,1,2,2,0,1,1,0,1,0,2,1
E07000028,4,4,0,9,6,7,30,3,5,4,3,1,2,10,4,2,1,1,6,5,4,1,9,0,7,7,0,5,4,2,0,3,1,3,1,1,6,5,3,7,1,1,1,0,19,10,7,13,2,7,2,5,195,1,2,0,0,2,0,1,0,1,0,0,0,4,0,2,7,20,17,24,3,1,0,2,2,1,0,1,1,1,4,2,2,4,9,3,1,2,1,9,1,0,1,4,0,3,1,1,0,0,0,1,1,3,1,3,1,1,0,1,1,0,3,4,7,0,0,1,8,0,3,0,1,0,2,0,3,0,1,1,1,1,2,3,2,8,5,29,3,3,13,5,3,8,16,2,13,5,3,4,7,0,3,8,107,26,6,28,4,3,2,5,1,0,1,0,3,2,0,0,4,3,1337,218,38368,365,2401,177,0,3,10,0,0,2,0,1,2,0,0,1,2,0,0,0,3,0,0,0,0,4,0,1,1,2,1,3,0,2,0,0,2,0,0,0,0,1,1,0,5,0,9,1,4,25,6,44,29,0,4,1,2,0,6,0,5,1,1,1,1,4,0,0,8,9,7,2,1,3,3,5,2,0,2,3,1,9,3,7,2,5,0,0,0,3,0,2,0,1,5,0,1,0,0,1,7,0,1,1,1,3,0,3,0,1,0,0,0,1,5,9,2,61,0,43,3,0,12,6,4,4,1,1,1,0,1,0,0,2,3,4,1,2,1
E07000029,0,7,0,8,7,8,25,1,2,2,3,0,2,4,0,2,0,1,3,1,0,0,2,0,5,3,3,1,1,1,0,0,0,0,17,1,1,3,1,1,0,4,0,0,18,7,5,11,3,10,1,5,12,1,1,0,1,3,0,0,0,0,1,0,0,2,0,1,3,6,5,11,1,0,0,1,0,1,1,0,2,1,1,1,8,3,6,0,0,5,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,3,4,0,0,1,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,5,5,5,4,24,1,2,11,10,2,7,2,1,6,1,6,0,0,0,0,2,9,6,0,18,8,3,1,1,1,0,0,0,0,0,0,1,0,1,3473,526,544,22371,389,409,0,1,0,0,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,1,0,2,0,2,0,2,5,0,0,1,0,0,0,2,0,0,2,1,2,0,1,0,3,2,3,9,3,9,6,0,3,0,0,1,6,0,2,0,2,1,2,0,0,0,6,0,2,1,0,3,0,0,3,1,0,2,0,2,0,0,1,3,1,0,0,0,0,1,1,1,0,2,1,1,0,0,4,0,2,3,0,0,0,0,0,1,0,0,1,2,2,4,1,31,2,7,4,0,4,3,5,1,0,0,0,0,4,0,0,3,0,3,0,0,1
