lad19cd,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,"E06000052,E06000053",E06000054,E06000055,E06000056,E06000057,E06000058,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000150,E07000151,E07000152,E07000153,E07000154,E07000155,E07000156,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000202,E07000203,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E07000244,E07000245,E07000246,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E06000059,E07000004,E07000005,E07000006,E07000007,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,"E09000001,E09000033",E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142
E07000189,2,0,0,0,1,0,1,1,0,0,0,1,1,1,2,3,0,5,8,3,5,252,314,205,227,57,9,48,3,6,0,1,5,10,20,17,7,9,12,9,3,71,15,4,3,7,2,17,65,592,3,5,1,141,0,0,0,1,0,1,1,0,2,1,0,1,8,2,0,5,4,2,0,0,1,3,1,0,0,1,3,2,11,7,10,19,5,2038,814,46159,0,1,4,3,0,4,3,2,0,0,4,6,2,14,8,9,7,8,5,2,3,6,0,2,9,2,8,1,3,3,20,5,11,0,6,2,2,1,1,1,2,8,8,1,11,9,3192,0,1,26,0,4,4,0,1,3,1,0,2,2,0,0,1,0,1,11,3,0,2,1,18,8,1,5,5055,13,1,3,20,2,1,4,6,2,0,1,7,0,1,0,4,0,0,0,1,2,5,0,627,267,69,18,33,27,5,4,2,0,4,1,3,5,3,7,0,2,4,4,5,1,0,1,5,6,20,9,11,15,14,3,5,8,13,3,1,15,3,0,192,3,10,2,6,3,35,2,8,6,4,10,20,2,5,0,39,24,24,18,4,16,3,2,2,1,10,18,5,29,3,13,33,10,15,12,35,23,0,15,23,68,24,1,13,2,3,6,3,1,0,7,0,1,3,0,2,6,4,3,2,0,0,1,0,0,0,4,0,0,0,5,1,2,2,1,0,0,3,0,0,1,1,2,1,1,0
E07000192,0,0,0,6,3,8,27,3,1,11,1,2,3,5,93,28,6,20,5,382,222,3,4,4,8,6,1,4,6,10,0,1,5,1,3,0,5,2,3,27,1,7,1,2,1,55,10,163,13,13,6,7,3,6,1,0,0,3,3,1,0,2,11,2,2,17,1,1,1,3,5,4,0,2,0,12,5,10,1,0,7,11,11,5,5,8,2,0,5,2,15908,989,4285,79,2472,3420,72,352,0,0,0,1,1,2,0,3,4,2,0,1,5,3,252,34,28,34,60,0,0,0,1,3,2,0,35,2,24,14,15,24,1,8,1,3,6,2,2,8,5,26,1,2,5,10,3,12,11,3,6,4,0,5,4,8,1,17,4,39,0,4,2035,102,267,771,3,2,0,2,11,2,1,0,5,3,0,0,5,0,2,3,9,6,2,23,18,1,2,165,3,1,0,1,2,0,0,0,0,0,0,0,0,6,3,2,0,0,8,1,3,1,0,0,0,14,4,3,4,5,6,254,3855,1567,9,15,14,17,5,2,26,3,2,0,3,2,12,0,5,1,4,3,2,1,0,2,2,2,7,9,4,2,0,1,3,1,0,5,6,5,0,3,4,4,2,2,1,3,3,2,4,3,1,5,4,5,0,1,6,0,0,0,0,3,0,1,0,0,1,1,2,0,2,3,0,0,3,4,0,1,7,3,2,13,22,7,26,5,64,3,0,0,3,6,0,3,2
E07000193,0,4,3,1,5,3,13,1,2,9,2,1,7,8,2488,95,4,273,9,49,578,3,4,2,12,3,0,4,5,16,0,0,3,13,7,4,8,10,3,21,0,13,2,0,4,77,17,36,3,11,5,15,3,8,1,0,3,4,0,0,0,3,10,0,1,30,2,2,0,2,11,6,1,0,0,65,18,68,29,29,10,103,10,9,8,5,2,1,2,8,466,26843,1927,144,106,1113,628,334,3,0,1,2,0,5,1,2,5,0,6,0,0,2,209,41,30,22,48,2,0,0,3,3,4,0,10,3,19,11,8,7,5,13,3,3,2,7,1,9,2,47,4,2,11,14,2,10,10,2,7,2,2,1,6,16,13,23,4,2,2,0,982,118,50,99,6,8,2,5,6,1,3,2,4,2,1,1,4,1,1,1,203,25,31,871,181,19,11,4025,8,1,1,3,5,0,0,0,0,0,0,3,0,2,1,0,0,1,4,6,2,1,0,2,6,5,2,0,3,2,5,144,327,129,19,21,6,21,17,2,70,3,4,4,1,4,14,4,12,6,4,5,1,0,8,2,13,11,19,0,2,8,1,4,3,2,5,16,3,15,1,6,5,6,3,2,2,1,4,1,2,0,2,8,7,9,5,4,3,3,0,3,1,1,3,0,0,0,1,2,0,1,3,1,0,3,2,5,0,1,3,3,0,72,155,31,78,7,940,6,1,9,2,6,2,9,2
E07000194,0,0,0,5,0,4,14,1,0,10,4,2,2,9,307,57,5,78,9,153,123,4,7,0,10,6,1,2,5,15,0,2,3,10,13,3,6,8,6,30,2,3,2,0,3,49,7,73,7,15,0,7,2,4,1,1,0,3,1,2,0,6,14,4,10,35,6,4,1,2,4,7,1,2,4,20,6,12,6,11,6,25,25,12,3,10,8,1,3,3,2706,1708,14663,42,468,1035,40,2171,1,0,0,2,0,8,5,7,8,2,4,0,1,6,1007,115,79,72,129,0,6,1,9,2,0,1,63,14,46,16,21,25,6,8,0,3,3,2,2,3,8,29,8,2,6,12,2,9,3,0,8,6,1,1,10,5,6,22,4,8,1,0,6076,311,207,691,6,5,0,1,6,1,1,3,6,5,1,0,2,0,0,0,36,6,9,42,23,3,5,310,4,0,0,2,0,3,0,0,0,1,0,0,1,3,0,2,0,3,2,1,1,0,0,1,0,12,0,1,5,2,4,625,3197,632,19,7,2,25,8,1,112,0,4,2,2,2,37,2,5,0,5,5,9,2,2,1,16,9,13,9,4,6,1,4,1,2,2,13,23,17,1,4,2,0,1,1,0,4,0,6,4,7,3,8,4,2,1,4,4,2,0,2,1,0,3,3,1,4,0,0,0,0,1,1,0,1,1,3,0,1,5,1,1,43,43,21,117,4,209,5,1,4,5,4,2,3,0
E07000195,0,0,0,2,1,34,123,9,4,14,2,0,2,6,68,18,0,26,4,166,16237,4,13,2,7,13,0,3,4,7,0,1,6,4,14,6,7,4,4,19,3,4,0,0,4,4557,341,647,11,12,2,6,10,2,1,0,0,2,1,5,1,2,3,0,7,15,5,6,0,3,8,11,0,0,6,12,1,5,3,4,7,9,12,3,6,5,13,2,0,3,108,309,76,19172,112,2487,1163,13,0,4,2,2,0,4,0,4,6,2,11,0,1,0,22,8,10,9,19,0,1,4,3,3,2,1,5,2,3,10,7,8,1,13,0,1,4,2,6,25,11,252,18,1,49,89,19,110,39,13,46,22,8,17,5,9,4,14,64,34,0,3,232,31,47,84,15,9,0,2,7,1,0,0,6,1,6,0,7,1,4,4,4,6,5,19,21,37,3,55,2,0,0,2,1,0,0,1,0,1,0,0,0,3,3,0,0,1,6,1,1,0,1,1,2,10,1,4,0,0,1,31,89,121,19,5,7,48,7,14,50,2,1,2,1,8,15,1,4,3,4,3,6,1,2,1,9,5,5,4,0,5,2,3,8,3,2,2,5,5,0,3,7,2,3,1,0,1,0,2,6,1,2,1,5,4,2,4,5,1,1,7,1,1,0,0,2,0,1,0,0,3,9,10,6,7,2,12,3,1,18,5,4,8,25,5,10,0,26,4,1,3,1,2,2,3,5
E07000196,1,2,0,1,1,10,12,7,3,4,4,2,0,6,53,23,4,18,14,1446,224,1,9,5,16,1,4,7,4,12,1,1,3,4,5,1,7,2,2,17,3,5,1,0,2,67,19,1015,9,11,3,6,5,5,0,0,0,1,2,2,0,1,8,7,12,18,11,1,0,2,0,6,1,0,0,8,2,3,2,1,0,5,7,5,7,3,6,2,3,1,3328,172,736,75,8981,1844,76,149,0,2,2,4,1,2,1,2,10,2,2,1,0,1,144,22,15,43,66,3,3,0,5,0,4,0,138,20,63,71,88,298,4,11,5,3,3,4,12,6,3,29,4,2,8,11,7,14,8,3,8,5,6,2,3,4,5,8,5,6,0,1,2545,134,3736,1894,6,3,0,4,7,2,2,2,2,1,0,0,0,0,1,3,9,2,1,8,10,7,1,36,5,1,0,1,3,2,1,0,0,0,0,0,1,2,3,0,0,2,11,5,2,0,0,0,2,20,2,3,6,7,6,253,3876,10381,14,54,6,26,3,1,45,1,6,3,4,1,21,1,5,3,4,3,2,4,4,1,7,3,11,10,2,4,2,17,3,1,5,6,4,10,0,4,1,1,5,3,1,7,1,0,5,4,4,0,1,2,0,4,2,3,0,3,1,1,0,1,1,0,0,0,0,1,3,1,0,3,3,7,1,1,7,4,1,13,14,5,17,1,45,5,0,0,5,2,3,1,0
E07000197,2,2,0,3,3,25,47,2,0,1,5,1,1,7,157,19,2,37,8,1155,4631,0,6,4,16,9,1,4,11,17,0,0,4,5,19,2,4,10,7,34,3,7,3,0,5,539,77,464,6,18,4,8,4,7,1,0,1,5,0,2,2,0,8,1,4,14,32,1,2,5,11,1,0,0,1,7,2,18,3,4,5,9,8,9,5,4,12,1,1,5,1720,778,703,1616,2018,31910,659,117,0,1,4,0,0,2,4,3,2,4,7,0,7,6,86,9,32,11,53,0,0,1,8,1,2,1,16,7,19,11,16,11,1,5,4,3,2,8,2,10,19,134,11,6,36,43,5,46,15,7,29,7,10,11,9,5,4,19,11,16,1,1,1171,124,223,299,6,6,2,2,10,5,1,0,3,4,1,3,4,0,1,3,21,4,5,38,39,38,5,88,5,3,0,0,9,0,0,1,1,0,0,0,3,4,3,5,0,2,5,2,2,0,0,1,4,6,4,2,7,6,22,133,713,1146,9,15,13,21,6,2,109,2,5,0,1,7,24,1,6,4,4,1,4,3,5,1,11,14,13,2,3,12,1,6,4,3,4,22,2,11,1,6,5,8,3,3,4,8,0,7,4,1,7,7,3,2,6,6,11,0,2,5,0,0,0,2,1,2,0,1,0,1,4,0,2,2,5,9,3,2,11,6,2,16,16,12,20,3,63,0,0,5,17,14,0,5,1
E07000198,0,1,1,0,2,29,53,1,2,2,2,1,2,1,252,12,6,32,2,53,9529,1,8,1,13,2,1,2,15,4,1,0,5,5,3,1,2,3,8,11,1,1,2,2,0,3668,139,74,3,13,4,4,1,3,0,0,0,4,0,4,2,0,7,1,2,5,1,2,0,1,7,8,0,0,1,12,2,14,1,7,2,12,6,0,8,3,6,2,0,4,97,1669,103,2143,75,1581,15393,97,0,1,4,1,0,2,6,2,4,0,2,0,3,3,52,3,6,6,20,0,0,0,2,1,2,0,9,1,3,3,2,3,2,1,1,12,3,3,0,12,10,266,14,5,41,204,20,84,13,9,37,11,27,7,4,5,17,30,10,3,0,5,115,19,55,40,4,4,0,0,3,5,1,0,2,1,3,0,2,2,1,0,43,12,14,444,17,345,10,132,2,3,0,1,3,1,0,0,0,0,0,0,0,4,1,2,0,0,8,1,3,0,0,4,1,2,1,1,2,3,4,31,45,106,14,6,10,18,6,4,41,2,2,1,3,1,14,1,1,1,1,3,5,1,4,1,15,5,2,8,3,2,4,0,3,0,0,3,0,9,2,3,4,7,3,4,1,8,2,3,1,1,8,0,6,0,0,0,2,0,0,1,1,0,0,1,0,1,0,2,1,1,6,6,1,12,0,2,3,0,12,1,0,13,11,4,9,4,64,3,0,4,2,5,1,6,1
E07000199,0,1,1,0,1,10,8,4,0,0,1,2,4,12,138,64,3,66,4,31,56,1,14,1,6,4,2,2,5,17,1,0,0,8,3,5,4,3,2,19,1,3,2,1,1,38,6,34,8,10,4,10,5,0,0,1,0,1,1,3,2,5,32,3,4,30,4,0,1,5,8,3,0,0,2,18,2,16,3,0,1,20,15,4,3,7,4,1,3,3,228,469,2945,19,61,194,58,13681,0,0,0,0,1,1,0,1,0,1,5,0,0,0,4862,387,85,107,156,0,2,1,6,0,2,0,61,6,80,14,16,17,7,5,1,2,3,2,4,6,3,15,1,3,4,3,1,15,1,3,5,4,0,0,4,10,3,5,3,1,2,3,4672,463,95,228,2,15,1,7,6,0,2,0,4,4,0,0,2,1,0,2,14,4,8,4,18,3,5,166,6,1,0,2,3,1,1,0,0,0,2,0,2,4,0,2,0,1,1,2,3,1,1,0,5,2,2,0,4,1,2,1077,362,114,13,4,11,23,3,0,33,0,2,1,3,3,19,0,8,3,2,0,1,0,0,2,11,6,5,1,0,4,1,4,8,3,0,4,18,7,1,1,4,1,2,3,1,8,2,3,2,4,5,0,8,1,1,5,3,4,0,2,3,0,1,1,0,0,0,0,0,0,0,0,1,3,2,1,1,1,4,1,0,63,61,50,270,8,338,6,0,2,1,5,1,0,1
E07000200,0,0,0,0,1,1,1,0,2,3,1,1,0,2,0,2,2,6,3,0,3,0,12,0,5,8,0,3,12,20,13,30,6,8,7,9,3,9,7,11,0,9,3,1,4,0,2,6,3,10,7,8,1,2,76,18,11,9,1,48,52,1,1,1,1,2,1,5,0,1,3,2,0,0,7,2,1,2,0,0,0,2,2,4,3,2,2,0,0,2,0,2,3,1,2,3,0,0,14789,5006,1475,1,2,8,4,5,0,1,1,3,1,0,0,4,0,1,4,0,0,5,6,2,1,0,0,1,1,1,0,0,9,16,30,6,1244,2543,1,3,3,8,1,1,3,3,0,1,2,1,4,0,0,0,0,1,0,3,1,1,1,1,5,3,0,2,6,4,1,1,5,145,62,1,30,125,0,0,0,0,0,1,13,1,0,0,0,1,0,0,2,0,0,2,5,0,0,0,0,0,2,0,1,54,1142,38,11,344,2440,22,23,55,12,670,145,0,3,0,1,2,1,3,4,3,0,3,2,3,3,5,771,28,15,1,3,3,120,1,9,19,6,53,19,15,5,34,16,10,79,20,3,23,5,4,34,15,1,55,4,163,15,9,4,0,2,1,2,2,0,1,4,5,1,17,5,8,8,7,4,0,4,8,3,4,1,5,2,3,0,4,1,0,0,0,1,0,2,4,0,0,0,1,0,0,0,1,2,0,1,0,2,1,1,3,0,5,1
E07000202,0,0,1,0,3,1,3,0,0,3,0,0,1,0,2,5,0,13,1,5,3,1,41,0,2,3,0,1,19,53,14,30,7,11,7,4,6,4,5,6,3,11,6,0,2,0,0,6,4,19,11,6,2,4,147,37,14,18,2,160,112,0,1,0,0,13,1,4,1,3,4,1,12,1,2,3,1,0,2,0,0,1,0,3,1,1,5,1,2,8,1,0,0,0,0,2,0,1,3633,34626,3857,3,0,22,1,2,3,3,3,0,5,14,0,1,0,2,3,0,1,15,8,0,1,1,0,0,1,3,3,0,10,12,10,4,7360,954,3,1,6,4,0,1,1,0,1,3,3,0,1,1,5,1,1,9,0,2,3,0,1,1,9,5,9,4,5,1,2,1,13,97,30,4,41,71,1,0,3,0,1,0,1,1,1,1,2,0,0,0,2,0,2,1,1,0,0,0,0,0,2,1,0,61,447,28,7,210,1315,12,12,44,7,406,62,2,1,1,0,1,5,0,2,3,4,4,5,19,2,0,523,19,7,7,8,6,77,7,6,14,6,40,24,9,5,30,10,10,65,22,9,26,6,7,13,18,2,29,4,113,21,6,13,6,2,7,4,1,0,2,8,0,1,6,7,3,11,7,15,2,2,12,4,1,8,3,1,0,0,5,0,1,0,0,0,0,0,1,0,0,0,1,4,1,3,5,1,0,3,1,3,3,0,7,3,9,0
E07000203,0,0,0,0,0,0,5,0,0,0,4,0,3,4,1,1,0,4,6,3,1,1,12,1,9,4,0,3,22,21,14,11,5,6,7,5,2,4,3,19,3,6,3,0,1,3,1,3,2,7,13,10,2,2,465,90,40,51,19,333,1372,2,0,2,2,10,2,4,0,3,2,3,1,0,1,0,3,3,0,0,5,3,5,1,0,8,2,0,1,3,1,2,1,0,1,2,1,0,1363,5217,16443,2,3,8,5,2,2,1,0,3,0,1,0,2,3,2,4,1,4,3,9,1,0,1,1,0,1,1,3,0,6,13,13,8,2354,6173,6,1,9,5,0,0,0,3,0,2,2,1,2,0,0,0,1,0,0,3,1,4,1,0,11,2,1,2,4,11,1,3,9,288,120,8,101,202,0,0,2,1,0,0,0,0,1,0,0,0,0,1,2,1,1,0,4,0,0,0,3,0,0,1,1,36,111,20,5,90,420,9,14,19,6,109,43,1,2,0,2,1,4,3,4,1,3,2,0,8,0,0,467,9,2,4,7,2,66,4,7,7,9,37,12,3,2,22,16,5,39,11,1,17,4,6,23,9,2,39,4,76,8,4,7,1,1,0,5,5,0,0,5,8,8,13,5,7,15,5,8,0,1,4,0,2,4,0,1,2,0,4,1,1,0,0,0,0,1,2,0,1,0,0,0,2,5,1,1,0,9,0,1,2,0,6,3,3,5
E07000207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,2,5,1,8,16,1,4,6,1,19,3,19,6,8,18,192,58,102,322,246,147,23,43,18,11,3,2,2,3,5,7,21,2,11,1,22,1,0,1,0,0,4,0,0,3,0,1,8,0,2,0,0,2,7,1,0,0,1,0,0,0,0,0,3,8,13,32,10,2,5,1,10,0,4,1,0,2,4,1,0,2,1,0,14404,531,1204,1131,361,2077,1404,243,41,204,1031,1,0,5,7,2,3,2,7,215,47,33,5,0,0,1,0,4,0,19,29,3,4,2,4,0,3,1,17,2,1,6,1,4,8,5,0,1,5,0,1,2,2,1,6,2,3,0,0,11,4,0,2,6,7,26,88,84,4,0,2,8,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,0,6,1,0,0,0,1,2,2,6,3,2,5,0,6,4,10,5,0,1,7,2,2,2,0,2,2,4,5,0,3,1,2,1,13,1,0,7005,1,43,16,86,55,1086,141,260,21,40,173,703,22,32,9,994,1487,517,398,3947,598,39,770,36,10,2083,843,386,1149,27,788,109,31,9,9,2,111,14,9,188,13,22,12,23,34,3,41,34,6,2,12,2,6,8,35,3,3,3,27,11,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,2,1,1,0
E07000208,0,1,0,0,0,1,2,0,3,1,0,0,0,1,1,1,2,0,3,1,3,4,2,1,7,1,0,5,2,23,0,6,21,42,12,25,67,54,29,4,16,7,2,0,1,0,1,2,7,12,1,3,0,14,2,3,1,0,0,4,0,0,0,0,1,6,2,1,0,0,1,1,2,1,1,2,0,0,1,0,2,2,5,1,4,4,2,1,2,3,0,0,1,0,0,0,0,0,0,1,2,1017,7504,454,1927,1378,299,195,67,114,79,208,1,0,1,1,3,1,4,10,220,54,47,5,0,2,1,1,2,0,6,15,2,1,0,1,2,3,0,8,0,0,1,1,0,0,2,1,2,0,0,0,0,0,1,0,8,0,0,0,7,7,1,4,2,3,8,19,19,0,0,1,1,3,0,0,0,1,3,2,1,2,0,0,0,0,0,0,5,1,1,1,2,1,0,0,1,0,6,0,5,14,0,8,0,4,1,12,4,0,1,2,1,2,1,1,0,1,0,3,0,5,1,0,1,4,1,0,3204,13,35,17,58,85,569,505,107,20,34,69,431,14,17,13,217,297,258,273,3011,459,59,1390,26,10,527,473,2270,490,13,876,27,11,2,9,2,27,4,8,75,1,11,5,7,8,2,11,8,8,1,13,1,5,9,27,2,1,0,19,11,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
E07000209,0,1,0,1,1,1,5,0,0,2,0,0,0,1,0,3,0,2,4,1,2,11,12,2,17,5,1,13,3,21,4,6,46,434,123,232,243,237,271,19,30,74,47,2,4,7,3,6,9,51,4,7,4,30,0,1,0,0,0,4,0,0,5,2,1,10,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,8,20,34,24,4,2,3,5,1,3,1,0,1,0,1,0,1,0,1,1579,345,24820,1503,529,916,348,1560,86,3722,3093,1,0,0,8,4,10,14,77,269,163,50,16,4,0,1,0,0,0,10,27,7,4,1,5,10,3,5,10,1,0,2,2,1,5,4,1,3,2,0,1,0,1,0,3,0,1,0,3,21,6,1,2,16,10,17,60,54,11,0,1,2,6,0,0,1,0,2,0,2,1,2,0,1,0,0,0,2,0,0,3,5,1,0,0,3,2,4,2,9,10,4,2,1,6,7,9,4,3,4,2,4,9,2,3,6,5,5,6,2,0,3,2,3,13,0,1,3207,6,32,13,43,37,556,104,95,12,25,88,256,14,29,11,533,448,272,162,634,292,23,299,27,11,318,427,180,511,17,285,353,409,38,21,11,579,38,12,2656,41,110,12,23,16,2,29,20,8,4,27,3,2,18,36,3,5,1,16,11,1,0,0,0,0,0,1,0,0,0,4,0,0,1,1,0,0,2,0,1,0,0,0,0,2,0
E07000210,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,4,4,1,0,6,5,1,5,3,0,2,1,14,2,7,10,59,29,41,80,52,55,10,43,18,6,1,0,4,1,2,3,10,0,9,1,6,0,0,1,0,0,4,3,0,1,1,0,7,0,1,0,3,2,3,0,0,0,0,2,0,0,0,1,0,5,7,10,4,2,2,0,1,1,0,0,0,0,1,0,0,0,4,2,1274,1600,1792,12184,2466,349,141,76,273,374,385,1,0,2,1,1,9,13,30,879,447,105,25,0,1,0,1,0,0,11,15,1,0,0,1,1,0,0,7,0,1,3,1,0,1,3,0,2,2,2,0,0,5,2,4,4,2,0,0,9,3,1,2,3,2,11,23,24,4,0,2,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,1,0,0,1,0,1,14,0,11,10,2,5,0,4,1,5,1,0,0,0,5,2,2,0,2,3,1,3,2,1,0,0,1,0,0,0,2230,7,8,11,22,60,354,308,49,7,16,55,218,7,10,10,249,240,202,130,1062,287,25,425,18,5,258,347,772,337,2,358,36,23,5,8,1,30,2,5,95,7,9,2,8,11,1,17,12,6,3,16,4,4,27,49,4,3,1,40,13,0,0,1,0,0,0,2,0,0,0,0,0,1,2,3,1,0,4,0,0,0,0,0,0,0,0
E07000211,2,0,0,0,1,1,2,3,0,2,1,0,0,4,2,1,0,3,1,0,2,4,12,3,13,5,2,12,5,81,2,11,40,87,30,50,94,91,43,18,159,13,15,3,1,2,5,3,2,4,6,11,5,15,3,0,1,3,2,3,2,0,0,0,2,6,1,2,1,0,2,6,0,0,1,1,1,0,0,0,0,0,13,12,10,9,2,2,4,0,0,0,2,2,2,4,0,0,0,1,0,487,2312,700,3452,21049,256,97,55,2111,182,206,0,0,4,1,4,16,21,35,4735,431,598,28,1,2,2,1,2,1,12,11,2,5,3,2,2,1,1,42,3,1,3,0,3,4,0,0,5,3,2,2,1,1,0,6,3,1,0,2,13,3,0,3,10,5,8,28,34,8,0,1,0,13,0,0,8,0,0,0,1,0,5,0,0,0,0,1,5,3,2,0,2,0,1,0,7,9,41,5,43,26,5,9,2,9,4,5,8,0,1,1,7,2,0,0,1,0,1,12,9,2,6,3,7,15,4,1,4263,15,33,49,46,244,679,2226,100,26,89,109,329,30,23,29,421,280,356,300,1020,532,101,1027,30,11,254,707,2743,783,15,679,38,21,10,4,1,28,8,6,69,4,8,6,25,20,6,26,18,24,14,58,7,19,51,205,6,11,1,119,56,0,0,0,0,1,1,6,0,1,1,0,0,2,3,0,1,0,5,0,0,1,0,1,0,0,0
E07000212,0,0,1,0,0,0,1,1,0,1,0,0,0,8,2,1,0,9,0,3,1,6,25,4,4,3,0,6,3,21,2,12,13,351,61,122,736,986,189,18,6,8,7,4,4,1,1,3,9,15,8,3,0,9,0,1,0,2,2,2,3,0,1,0,1,4,1,1,0,1,1,4,0,0,1,1,0,1,0,0,0,0,8,2,20,13,8,5,1,2,0,3,2,0,1,1,0,3,0,2,0,2908,156,689,301,139,11229,2344,473,30,129,2037,1,0,4,4,10,5,1,13,126,19,16,4,0,1,1,0,1,0,10,35,7,7,0,6,6,2,1,12,0,1,2,1,2,9,5,0,0,2,1,2,0,1,2,2,2,0,0,0,10,5,1,1,4,8,24,119,85,2,0,1,3,7,0,0,3,0,0,1,2,1,0,1,0,0,1,1,6,0,0,2,2,1,0,1,1,0,2,2,5,4,3,2,1,3,0,2,3,3,0,1,2,3,2,0,0,3,0,2,1,1,3,2,0,6,3,0,1328,0,22,5,48,12,263,58,293,16,19,36,186,3,30,5,1687,1633,179,115,473,126,11,165,16,8,577,171,117,183,10,184,110,21,9,9,4,108,4,3,183,15,22,4,16,16,4,27,37,5,1,9,0,2,2,15,3,2,2,28,4,2,1,0,0,1,1,1,0,0,0,0,0,1,0,1,2,0,7,1,0,0,0,2,1,0,0
E07000213,0,0,0,0,1,2,0,0,0,1,2,2,0,1,0,1,0,11,0,1,4,6,10,2,8,2,1,11,4,18,4,2,11,270,59,103,1416,722,143,20,13,6,11,0,2,3,2,3,2,11,5,6,0,16,0,0,2,0,0,4,1,0,0,1,0,7,5,3,0,1,1,4,0,2,0,1,0,0,1,2,0,0,17,7,26,13,8,4,3,2,0,0,0,0,1,0,0,0,0,2,0,1774,78,292,163,87,4215,11153,326,4,80,526,1,1,1,1,5,2,1,10,97,13,11,1,0,0,4,1,4,0,15,28,7,3,2,1,0,0,2,15,0,0,2,2,1,2,5,0,1,0,0,0,0,0,2,4,5,0,0,3,15,6,3,0,3,10,23,175,117,3,2,0,5,1,0,0,2,1,1,2,1,3,0,0,0,0,0,1,4,1,1,4,5,3,0,0,2,0,2,2,9,9,1,4,0,1,4,8,8,1,0,4,5,1,0,0,1,2,5,11,2,0,7,0,2,7,3,0,1641,2,56,5,135,26,321,52,635,23,15,59,411,20,77,18,4219,5579,192,183,871,215,13,167,41,12,2111,290,88,247,12,265,104,16,10,11,2,97,3,4,168,16,10,9,41,27,2,44,45,46,3,23,0,1,9,12,3,4,0,21,9,0,0,0,0,0,0,3,0,0,0,0,1,2,2,0,1,0,7,0,0,1,0,2,0,2,0
